cod. ibge;pib;cod_str;Estado;Regiao;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH;idhm;expectativa_vida;chave;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_P_Bool;DPU_R_Bool;DPU_Presencial;DPU_Remoto;Tem_DPU;Indice_Vulnerabilidade;Vulnerabilidade_Rank
4207007;35212960;4207007;SANTA CATARINA;SUL;Içara;4873;12052;20,40%;0.283;0.445;0.097;0.06;0.613;0.358;0.121;0.741;76.67;ICARA_SANTA CATARINA;CRICIUMA;SIM;True;True;True;True;SIM;Média-Alta;3
3101607;34858670;3101607;MINAS GERAIS;SUDESTE;Alfenas;14465;30671;38,80%;0.262;0.368;0.083;0.035;0.608;0.368;0.107;0.761;75.45;ALFENAS_MINAS GERAIS;VARGINHA;NAO;False;False;False;False;NAO;Baixa;1
2606804;34714270;2606804;PERNAMBUCO;NORDESTE;Igarassu;36904;79561;69,10%;0.275;0.336;0.081;0.031;0.615;0.417;0.167;0.665;71.83;IGARASSU_PERNAMBUCO;RECIFE;SIM;True;True;True;True;SIM;Média-Baixa;2
4219309;34557170;4219309;SANTA CATARINA;SUL;Videira;4861;11634;21,00%;0.268;0.478;0.098;0.053;0.577;0.251;0.154;0.764;76.42;VIDEIRA_SANTA CATARINA;CACADOR;NAO;False;False;False;False;NAO;Média-Baixa;2
3550605;34507790;3550605;SÃO PAULO;SUDESTE;São Roque;9046;22253;28,00%;0.27;0.437;0.076;0.047;0.595;0.315;0.153;0.768;76.79;SAO ROQUE_SAO PAULO;BARUERI;NAO;False;False;False;False;NAO;Média-Baixa;2
2704708;34094830;2704708;ALAGOAS;NORDESTE;Marechal Deodoro;15471;37055;61,40%;0.296;0.365;0.087;0.038;0.676;0.457;0.152;0.642;72.55;MARECHAL DEODORO_ALAGOAS;MACEIO;SIM;True;True;True;True;SIM;Média-Alta;3
2500601;33997750;2500601;PARAÍBA;NORDESTE;Alhandra;7168;16804;77,30%;0.291;0.362;0.077;0.045;0.662;0.432;0.171;0.582;71.69;ALHANDRA_PARAIBA;JOAO PESSOA;SIM;True;True;True;True;SIM;Média-Alta;3
3302205;33949720;3302205;RIO DE JANEIRO;SUDESTE;Itaperuna;19679;42817;42,40%;0.258;0.353;0.069;0.043;0.609;0.367;0.11;0.073;75.24;ITAPERUNA_RIO DE JANEIRO;ITAPERUNA;NAO;False;False;False;False;NAO;Baixa;1
3507001;33932290;3507001;SÃO PAULO;SUDESTE;Boituva;7383;16798;27,50%;0.269;0.393;0.081;0.053;0.593;0.39;0.103;0.078;76.67;BOITUVA_SAO PAULO;SOROCABA;SIM;True;True;True;True;SIM;Média-Baixa;2
1301209;33802780;1301209;AMAZONAS;NORTE;Coari;21236;56841;80,50%;0.326;0.4;0.139;0.071;0.595;0.436;0.313;0.586;71.79;COARI_AMAZONAS;TEFE;NAO;False;False;False;False;NAO;Alta;4
4109807;33135260;4109807;PARANÁ;SUL;Ibiporã;10183;22944;44,50%;0.268;0.409;0.065;0.063;0.619;0.355;0.098;0.726;74.26;IBIPORA_PARANA;LONDRINA;SIM;True;True;True;True;SIM;Média-Baixa;2
4107652;33124660;4107652;PARANÁ;SUL;Fazenda Rio Grande;27779;66763;44,80%;0.271;0.419;0.103;0.054;0.583;0.379;0.088;0.072;75.84;FAZENDA RIO GRANDE_PARANA;CURITIBA;SIM;True;True;True;True;SIM;Média-Baixa;2
3539301;33123320;3539301;SÃO PAULO;SUDESTE;Pirassununga;7191;17394;23,70%;0.266;0.421;0.087;0.065;0.586;0.338;0.101;0.801;78.03;PIRASSUNUNGA_SAO PAULO;SAO CARLOS;NAO;False;False;False;False;NAO;Baixa;1
5102686;33025470;5102686;MATO GROSSO;CENTRO-OESTE;Campos de Júlio;1650;4329;49,10%;0.26;0.487;0.106;0.033;0.605;0.15;0.18;0.744;74.49;CAMPOS DE JULIO_MATO GROSSO;MATO GROSSO;SIM;True;True;True;True;SIM;Baixa;1
4300604;33022480;4300604;RIO GRANDE DO SUL;SUL;Alvorada;31493;74306;39,70%;0.284;0.445;0.119;0.053;0.612;0.367;0.107;0.699;77.41;ALVORADA_RIO GRANDE DO SUL;BENTO GONCALVES;SIM;True;True;True;True;SIM;Média-Alta;3
5213103;32886920;5213103;GOIÁS;CENTRO-OESTE;Mineiros;15458;36934;52,70%;0.258;0.436;0.115;0.062;0.586;0.249;0.099;0.718;75.41;MINEIROS_GOIAS;JATAI;NAO;False;False;False;False;NAO;Baixa;1
3132404;32884410;3132404;MINAS GERAIS;SUDESTE;Itajubá;12630;29275;31,50%;0.256;0.372;0.074;0.066;0.601;0.339;0.086;0.787;78.06;ITAJUBA_MINAS GERAIS;POUSO ALEGRE;NAO;False;False;False;False;NAO;Baixa;1
2909307;32800790;2909307;BAHIA;NORDESTE;Correntina;8476;21707;66,90%;0.3;0.336;0.1;0.043;0.657;0.441;0.22;0.603;72.5;CORRENTINA_BAHIA;BOM JESUS DA LAPA;NAO;False;False;False;False;NAO;Alta;4
3504503;32789220;3504503;SÃO PAULO;SUDESTE;Avaré;10375;26232;28,30%;0.268;0.431;0.096;0.063;0.597;0.326;0.094;0.767;76.97;AVARE_SAO PAULO;AVARE;NAO;False;False;False;False;NAO;Média-Baixa;2
3139409;32785270;3139409;MINAS GERAIS;SUDESTE;Manhuaçu;12736;34515;37,60%;0.254;0.408;0.115;0.038;0.638;0.231;0.094;0.689;75.35;MANHUACU_MINAS GERAIS;MANHUACU;NAO;False;False;False;False;NAO;Baixa;1
5106240;32702010;5106240;MATO GROSSO;CENTRO-OESTE;Nova Ubiratã;1582;4234;36,70%;0.272;0.474;0.143;0.066;0.614;0.158;0.178;0.669;73.95;NOVA UBIRATA_MATO GROSSO;MATO GROSSO;SIM;True;True;True;True;SIM;Média-Baixa;2
5208004;32477920;5208004;GOIÁS;CENTRO-OESTE;Formosa;26108;58015;50,10%;0.261;0.378;0.104;0.031;0.58;0.364;0.107;0.744;76.14;FORMOSA_GOIAS;FORMOSA;NAO;False;False;False;False;NAO;Baixa;1
4322509;32456650;4322509;RIO GRANDE DO SUL;SUL;Vacaria;10884;25682;40,00%;0.303;0.424;0.108;0.045;0.643;0.431;0.165;0.721;75.25;VACARIA_RIO GRANDE DO SUL;SANTO ANGELO;NAO;False;False;False;False;NAO;Alta;4
2804805;32326980;2804805;SERGIPE;NORDESTE;Nossa Senhora do Socorro;59411;129136;67,10%;0.27;0.349;0.096;0.048;0.612;0.399;0.117;0.664;73.64;NOSSA SENHORA DO SOCORRO_SERGIPE;ARACAJU;SIM;True;True;True;True;SIM;Média-Baixa;2
3302601;32119000;3302601;RIO DE JANEIRO;SUDESTE;Mangaratiba;10640;21277;51,60%;0.302;0.354;0.044;0.053;0.66;0.5;0.201;0.753;75.71;MANGARATIBA_RIO DE JANEIRO;RIO DE JANEIRO;NAO;False;False;False;False;NAO;Alta;4
1100023;32097610;1100023;RONDÔNIA;NORTE;Ariquemes;21132;47800;49,40%;0.291;0.397;0.105;0.048;0.634;0.375;0.187;0.702;73.36;ARIQUEMES_RONDONIA;PORTO VELHO;SIM;True;True;True;True;SIM;Média-Alta;3
5007901;32071700;5007901;MATO GROSSO DO SUL;CENTRO-OESTE;Sidrolândia;11687;27987;59,40%;0.289;0.415;0.114;0.069;0.622;0.318;0.198;0.686;74.75;SIDROLANDIA_MATO GROSSO DO SUL;CAMPO GRANDE;SIM;True;True;True;True;SIM;Média-Alta;3
3129806;32035060;3129806;MINAS GERAIS;SUDESTE;Ibirité;31174;76929;45,10%;0.257;0.402;0.106;0.046;0.588;0.321;0.079;0.704;75.41;IBIRITE_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Baixa;1
2910727;32030160;2910727;BAHIA;NORDESTE;Eunápolis;33308;71721;63,10%;0.277;0.378;0.093;0.061;0.631;0.365;0.134;0.677;72.46;EUNAPOLIS_BAHIA;EUNAPOLIS;NAO;False;False;False;False;NAO;Média-Baixa;2
3513405;31823730;3513405;SÃO PAULO;SUDESTE;Cruzeiro;10566;24131;32,20%;0.259;0.378;0.082;0.023;0.578;0.417;0.072;0.788;77.28;CRUZEIRO_SAO PAULO;GUARATINGUETA;NAO;False;False;False;False;NAO;Baixa;1
4317509;31802620;4317509;RIO GRANDE DO SUL;SUL;Santo Ângelo;11455;25938;33,70%;0.271;0.398;0.093;0.035;0.628;0.271;0.198;0.772;76.78;SANTO ANGELO_RIO GRANDE DO SUL;PORTO ALEGRE;NAO;False;False;False;False;NAO;Média-Baixa;2
4118402;31799660;4118402;PARANÁ;SUL;Paranavaí;15495;36225;39,40%;0.261;0.419;0.069;0.049;0.594;0.344;0.089;0.763;75.62;PARANAVAI_PARANA;PARANAVAI;NAO;False;False;False;False;NAO;Baixa;1
2918001;31764460;2918001;BAHIA;NORDESTE;Jequié;45121;94737;59,70%;0.254;0.348;0.068;0.042;0.628;0.372;0.066;0.665;72.42;JEQUIE_BAHIA;JEQUIE;SIM;True;True;True;True;SIM;Baixa;1
4313904;31677430;4313904;RIO GRANDE DO SUL;SUL;Panambi;2966;6667;15,30%;0.292;0.434;0.1;0.048;0.626;0.379;0.166;0.761;75.9;PANAMBI_RIO GRANDE DO SUL;PALMEIRA DAS MISSOES;NAO;False;False;False;False;NAO;Média-Alta;3
2503209;31525460;2503209;PARAÍBA;NORDESTE;Cabedelo;16655;31909;48,00%;0.3;0.321;0.079;0.044;0.676;0.523;0.159;0.748;74.31;CABEDELO_PARAIBA;JOAO PESSOA;SIM;True;True;True;True;SIM;Alta;4
3169356;31516330;3169356;MINAS GERAIS;SUDESTE;Três Marias;6393;14502;50,20%;0.266;0.41;0.083;0.062;0.598;0.337;0.104;0.752;76.93;TRES MARIAS_MINAS GERAIS;SETE LAGOAS;NAO;False;False;False;False;NAO;Baixa;1
3306107;31226120;3306107;RIO DE JANEIRO;SUDESTE;Valença;13795;30121;44,20%;0.269;0.348;0.071;0.05;0.629;0.411;0.107;0.738;75.85;VALENCA_RIO DE JANEIRO;BARRA DO PIRAI;SIM;True;True;True;True;SIM;Média-Baixa;2
1500602;31202190;1500602;PARÁ;NORTE;Altamira;31230;76699;60,70%;0.311;0.405;0.115;0.067;0.65;0.422;0.206;0.665;73.64;ALTAMIRA_PARA;ALTAMIRA;SIM;True;True;True;True;SIM;Alta;4
3118304;31185490;3118304;MINAS GERAIS;SUDESTE;Conselheiro Lafaiete;12593;30968;23,50%;0.247;0.435;0.101;0.036;0.574;0.256;0.081;0.761;76.62;CONSELHEIRO LAFAIETE_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Baixa;1
5006200;30845940;5006200;MATO GROSSO DO SUL;CENTRO-OESTE;Nova Andradina;11885;26570;54,70%;0.281;0.377;0.076;0.054;0.613;0.376;0.191;0.721;75.97;NOVA ANDRADINA_MATO GROSSO DO SUL;DOURADOS;SIM;True;True;True;True;SIM;Média-Alta;3
4300406;30798710;4300406;RIO GRANDE DO SUL;SUL;Alegrete;11136;24934;34,40%;0.264;0.418;0.092;0.05;0.614;0.325;0.082;0.074;75.93;ALEGRETE_RIO GRANDE DO SUL;BAGE;SIM;True;True;True;True;SIM;Baixa;1
1503606;30785580;1503606;PARÁ;NORTE;Itaituba;32442;79907;64,80%;0.332;0.415;0.104;0.062;0.653;0.437;0.318;0.064;72.97;ITAITUBA_PARA;ITAITUBA;NAO;False;False;False;False;NAO;Alta;4
2606002;30771120;2606002;PERNAMBUCO;NORDESTE;Garanhuns;43003;93174;65,40%;0.271;0.304;0.069;0.04;0.653;0.437;0.123;0.664;72.69;GARANHUNS_PERNAMBUCO;GARANHUNS;NAO;False;False;False;False;NAO;Média-Baixa;2
3536703;30662610;3536703;SÃO PAULO;SUDESTE;Pederneiras;5967;14433;32,20%;0.263;0.415;0.088;0.058;0.616;0.29;0.109;0.739;73.74;PEDERNEIRAS_SAO PAULO;BAURU;NAO;False;False;False;False;NAO;Baixa;1
4311809;30600130;4311809;RIO GRANDE DO SUL;SUL;Marau;3760;8983;19,90%;0.268;0.446;0.089;0.065;0.571;0.327;0.111;0.774;76.44;MARAU_RIO GRANDE DO SUL;NOVO HAMBURGO;NAO;False;False;False;False;NAO;Média-Baixa;2
3303203;30594860;3303203;RIO DE JANEIRO;SUDESTE;Nilópolis;23863;49641;33,80%;0.346;0.355;0.071;0.045;0.562;0.415;0.625;0.753;73.99;NILOPOLIS_RIO DE JANEIRO;SAO JOAO DE MERITI;SIM;True;True;True;True;SIM;Alta;4
2110302;30555910;2110302;MARANHÃO;NORDESTE;Santo Antônio dos Lopes;4214;10599;74,10%;0.316;0.342;0.073;0.098;0.684;0.454;0.248;0.566;67.86;SANTO ANTONIO DOS LOPES_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
2910057;30504320;2910057;BAHIA;NORDESTE;Dias d'Ávila;20843;43873;61,40%;0.274;0.321;0.058;0.032;0.654;0.431;0.145;0.676;73.66;DIAS D'AVILA_BAHIA;SALVADOR;SIM;True;True;True;True;SIM;Média-Baixa;2
3530508;30436920;3530508;SÃO PAULO;SUDESTE;Mococa;7202;17336;25,60%;0.285;0.443;0.077;0.053;0.617;0.406;0.114;0.762;74.63;MOCOCA_SAO PAULO;SAO JOAO DA BOA VISTA;NAO;False;False;False;False;NAO;Média-Alta;3
4105508;30398680;4105508;PARANÁ;SUL;Cianorte;9308;23133;29,10%;0.259;0.43;0.08;0.04;0.604;0.267;0.134;0.755;75.45;CIANORTE_PARANA;CAMPO MOURAO;NAO;False;False;False;False;NAO;Baixa;1
3147907;30247090;3147907;MINAS GERAIS;SUDESTE;Passos;13825;34488;30,80%;0.273;0.44;0.104;0.042;0.611;0.341;0.1;0.756;78.15;PASSOS_MINAS GERAIS;PASSOS;NAO;False;False;False;False;NAO;Média-Baixa;2
3171204;30205370;3171204;MINAS GERAIS;SUDESTE;Vespasiano;26066;59591;46,10%;0.271;0.379;0.099;0.054;0.609;0.402;0.084;0.688;73.65;VESPASIANO_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Média-Baixa;2
5005707;30132800;5005707;MATO GROSSO DO SUL;CENTRO-OESTE;Naviraí;11772;25812;51,20%;0.27;0.397;0.084;0.055;0.634;0.335;0.114;0.007;73.15;NAVIRAI_MATO GROSSO DO SUL;NAVIRAIV;NAO;False;False;False;False;NAO;Média-Baixa;2
3162500;30050520;3162500;MINAS GERAIS;SUDESTE;São João del Rei;13119;29521;32,70%;0.246;0.366;0.084;0.028;0.589;0.297;0.11;0.758;76.57;SAO JOAO DEL REI_MINAS GERAIS;SAO JOAO DEL-REI;NAO;False;False;False;False;NAO;Baixa;1
5204508;30008860;5204508;GOIÁS;CENTRO-OESTE;Caldas Novas;19539;45504;46,10%;0.262;0.437;0.101;0.058;0.568;0.289;0.118;0.733;74.89;CALDAS NOVAS_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Baixa;1
4308607;29979630;4308607;RIO GRANDE DO SUL;SUL;Garibaldi;1477;3575;10,40%;0.281;0.465;0.098;0.074;0.6;0.28;0.171;0.786;76.35;GARIBALDI_RIO GRANDE DO SUL;ERECHIM;NAO;False;False;False;False;NAO;Média-Alta;3
3525201;29974000;3525201;SÃO PAULO;SUDESTE;Jarinu;3299;8277;22,10%;0.285;0.502;0.098;0.034;0.606;0.329;0.143;0.733;74.53;JARINU_SAO PAULO;BRAGANCA PAULISTA;NAO;False;False;False;False;NAO;Média-Alta;3
3510401;29908100;3510401;SÃO PAULO;SUDESTE;Capivari;7430;15645;31,20%;0.321;0.37;0.091;0.067;0.646;0.478;0.274;0.075;75.89;CAPIVARI_SAO PAULO;CAMPINAS;SIM;True;True;True;True;SIM;Alta;4
3300233;29703330;3300233;RIO DE JANEIRO;SUDESTE;Armação dos Búzios;9536;21015;52,50%;0.285;0.376;0.07;0.058;0.606;0.426;0.173;0.728;74.44;ARMACAO DOS BUZIOS_RIO DE JANEIRO;SAO PEDRO DA ALDEIA;NAO;False;False;False;False;NAO;Média-Alta;3
2207702;29689470;2207702;PIAUÍ;NORDESTE;Parnaíba;37438;93690;57,80%;0.267;0.334;0.084;0.063;0.646;0.352;0.125;0.687;73.98;PARNAIBA_PIAUI;PARNAIBA;SIM;True;True;True;True;SIM;Baixa;1
5221858;29645120;5221858;GOIÁS;CENTRO-OESTE;Valparaíso de Goiás;33797;80560;40,50%;0.243;0.431;0.116;0.054;0.566;0.241;0.049;0.746;73.91;VALPARAISO DE GOIAS_GOIAS;LUZIANIA;NAO;False;False;False;False;NAO;Baixa;1
3169307;29593610;3169307;MINAS GERAIS;SUDESTE;Três Corações;11199;28237;37,40%;0.242;0.406;0.105;0.04;0.588;0.244;0.069;0.744;76.28;TRES CORACOES_MINAS GERAIS;VARGINHA;NAO;False;False;False;False;NAO;Baixa;1
3168606;29516700;3168606;MINAS GERAIS;SUDESTE;Teófilo Otoni;29043;64882;47,20%;0.264;0.351;0.091;0.029;0.634;0.356;0.12;0.701;74.45;TEOFILO OTONI_MINAS GERAIS;TEOFILO OTONI;NAO;False;False;False;False;NAO;Baixa;1
3204906;29476440;3204906;ESPÍRITO SANTO;SUDESTE;São Mateus;32032;74739;60,40%;0.261;0.375;0.092;0.047;0.596;0.313;0.142;0.735;75.55;SAO MATEUS_ESPIRITO SANTO;SAO MATEUS;NAO;False;False;False;False;NAO;Baixa;1
3138203;29419310;3138203;MINAS GERAIS;SUDESTE;Lavras;17955;42623;40,70%;0.241;0.37;0.061;0.056;0.553;0.292;0.114;0.782;77.8;LAVRAS_MINAS GERAIS;LAVRAS;NAO;False;False;False;False;NAO;Baixa;1
5102702;29315020;5102702;MATO GROSSO;CENTRO-OESTE;Canarana;3582;9846;38,10%;0.304;0.462;0.132;0.097;0.636;0.25;0.244;0.693;74.51;CANARANA_MATO GROSSO;GARCAS;NAO;False;False;False;False;NAO;Alta;4
4114609;29239010;4114609;PARANÁ;SUL;Marechal Cândido Rondon;5557;13397;24,00%;0.266;0.445;0.101;0.061;0.596;0.259;0.132;0.774;75.51;MARECHAL CANDIDO RONDON_PARANA;TOLEDO;NAO;False;False;False;False;NAO;Baixa;1
3556453;28982030;3556453;SÃO PAULO;SUDESTE;Vargem Grande Paulista;4657;11447;22,70%;0.276;0.439;0.094;0.035;0.587;0.378;0.123;0.077;78.02;VARGEM GRANDE PAULISTA_SAO PAULO;BARUERI;NAO;False;False;False;False;NAO;Média-Baixa;2
2801207;28952220;2801207;SERGIPE;NORDESTE;Canindé de São Francisco;9844;23879;89,00%;0.309;0.352;0.094;0.079;0.716;0.423;0.193;0.567;69.48;CANINDE DE SAO FRANCISCO_SERGIPE;ITABAIANA;NAO;False;False;False;False;NAO;Alta;4
4208302;28887260;4208302;SANTA CATARINA;SUL;Itapema;8033;19308;25,40%;0.287;0.468;0.113;0.058;0.587;0.327;0.167;0.796;77.86;ITAPEMA_SANTA CATARINA;ITAJAI;NAO;False;False;False;False;NAO;Média-Alta;3
2931350;28758670;2931350;BAHIA;NORDESTE;Teixeira de Freitas;38250;83618;57,60%;0.259;0.366;0.09;0.056;0.633;0.316;0.093;0.685;73.0;TEIXEIRA DE FREITAS_BAHIA;TEIXEIRA DE FREITAS;NAO;False;False;False;False;NAO;Baixa;1
3151206;28752590;3151206;MINAS GERAIS;SUDESTE;Pirapora;14357;32395;58,30%;0.333;0.37;0.087;0.047;0.616;0.352;0.527;0.731;74.65;PIRAPORA_MINAS GERAIS;MONTES CLAROS;SIM;True;True;True;True;SIM;Alta;4
3502101;28452850;3502101;SÃO PAULO;SUDESTE;Andradina;9562;19403;32,50%;0.277;0.377;0.072;0.04;0.62;0.448;0.104;0.779;78.07;ANDRADINA_SAO PAULO;ANDRADINA;NAO;False;False;False;False;NAO;Média-Baixa;2
4113205;28412740;4113205;PARANÁ;SUL;Lapa;7280;16651;37,00%;0.271;0.371;0.091;0.035;0.633;0.356;0.139;0.706;75.9;LAPA_PARANA;CURITIBA;SIM;True;True;True;True;SIM;Média-Baixa;2
4317103;28239130;4317103;RIO GRANDE DO SUL;SUL;Sant'Ana do Livramento;19478;39884;47,20%;0.289;0.377;0.086;0.058;0.63;0.457;0.126;0.727;75.77;SANT'ANA DO LIVRAMENTO_RIO GRANDE DO SUL;PORTO ALEGRE;NAO;False;False;False;False;NAO;Média-Alta;3
4117909;28158920;4117909;PARANÁ;SUL;Palotina;4058;9202;26,30%;0.263;0.415;0.084;0.043;0.614;0.305;0.118;0.768;76.85;PALOTINA_PARANA;TOLEDO;NAO;False;False;False;False;NAO;Baixa;1
2211209;28152080;2211209;PIAUÍ;NORDESTE;Uruçuí;6499;16385;65,00%;0.302;0.379;0.099;0.075;0.646;0.44;0.171;0.631;72.63;URUCUI_PIAUI;FLORIANO;SIM;True;True;True;True;SIM;Alta;4
3128709;28063660;3128709;MINAS GERAIS;SUDESTE;Guaxupé;7396;16973;33,30%;0.255;0.386;0.071;0.046;0.639;0.313;0.074;0.751;77.81;GUAXUPE_MINAS GERAIS;SAO SEBASTIAO DO PARAISO;NAO;False;False;False;False;NAO;Baixa;1
4213203;28062040;4213203;SANTA CATARINA;SUL;Pomerode;669;1991;5,80%;0.246;0.486;0.09;0.055;0.556;0.18;0.106;0.078;78.14;POMERODE_SANTA CATARINA;BLUMENAU;NAO;False;False;False;False;NAO;Baixa;1
1100049;27923830;1100049;RONDÔNIA;NORTE;Cacoal;17597;41640;47,90%;0.266;0.41;0.118;0.053;0.598;0.286;0.133;0.718;74.27;CACOAL_RONDONIA;JI-PARANA;SIM;True;True;True;True;SIM;Baixa;1
3546405;27869060;3546405;SÃO PAULO;SUDESTE;Santa Cruz do Rio Pardo;4549;11058;23,80%;0.255;0.415;0.078;0.027;0.607;0.292;0.109;0.762;77.0;SANTA CRUZ DO RIO PARDO_SAO PAULO;OURINHOS;NAO;False;False;False;False;NAO;Baixa;1
2601706;27650360;2601706;PERNAMBUCO;NORDESTE;Belo Jardim;23273;50583;63,60%;0.28;0.322;0.074;0.04;0.692;0.439;0.112;0.629;71.95;BELO JARDIM_PERNAMBUCO;CARUARU;SIM;True;True;True;True;SIM;Média-Baixa;2
2908507;27611280;2908507;BAHIA;NORDESTE;Conceição do Jacuípe;10996;21139;59,90%;0.293;0.294;0.056;0.042;0.6;0.422;0.344;0.663;72.93;CONCEICAO DO JACUIPE_BAHIA;FEIRA DE SANTANA;SIM;True;True;True;True;SIM;Média-Alta;3
4304358;27440060;4304358;RIO GRANDE DO SUL;SUL;Candiota;2648;5816;54,30%;0.283;0.357;0.098;0.056;0.663;0.406;0.118;0.698;76.57;CANDIOTA_RIO GRANDE DO SUL;CARAZINHO;SIM;True;True;True;True;SIM;Média-Alta;3
3305208;27436610;3305208;RIO DE JANEIRO;SUDESTE;São Pedro da Aldeia;21892;47530;45,70%;0.284;0.365;0.076;0.051;0.635;0.47;0.108;0.712;73.03;SAO PEDRO DA ALDEIA_RIO DE JANEIRO;SAO PEDRO DA ALDEIA;NAO;False;False;False;False;NAO;Média-Alta;3
4117305;27264950;4117305;PARANÁ;SUL;Ortigueira;6990;17304;71,50%;0.276;0.378;0.1;0.039;0.647;0.275;0.217;0.609;73.63;ORTIGUEIRA_PARANA;TELEMACO BORBA;NAO;False;False;False;False;NAO;Média-Baixa;2
4303509;27236620;4303509;RIO GRANDE DO SUL;SUL;Camaquã;10819;25098;40,40%;0.275;0.404;0.087;0.058;0.639;0.365;0.095;0.697;74.14;CAMAQUA_RIO GRANDE DO SUL;CAPAO DA CANOA;SIM;True;True;True;True;SIM;Média-Baixa;2
4318309;27231830;4318309;RIO GRANDE DO SUL;SUL;São Gabriel;10275;22646;38,70%;0.275;0.427;0.096;0.048;0.638;0.351;0.09;0.699;74.31;SAO GABRIEL_RIO GRANDE DO SUL;PORTO ALEGRE;NAO;False;False;False;False;NAO;Média-Baixa;2
3300308;27139110;3300308;RIO DE JANEIRO;SUDESTE;Barra do Piraí;15296;34272;36,90%;0.279;0.404;0.079;0.076;0.633;0.391;0.093;0.733;74.14;BARRA DO PIRAI_RIO DE JANEIRO;BARRA DO PIRAI;SIM;True;True;True;True;SIM;Média-Baixa;2
3555406;27059410;3555406;SÃO PAULO;SUDESTE;Ubatuba;18428;40768;43,80%;0.294;0.405;0.072;0.055;0.619;0.463;0.152;0.751;75.47;UBATUBA_SAO PAULO;CARAGUATATUBA;NAO;False;False;False;False;NAO;Média-Alta;3
3300258;27054770;3300258;RIO DE JANEIRO;SUDESTE;Arraial do Cabo;9425;19382;62,60%;0.303;0.341;0.055;0.057;0.636;0.485;0.242;0.733;73.31;ARRAIAL DO CABO_RIO DE JANEIRO;SAO PEDRO DA ALDEIA;NAO;False;False;False;False;NAO;Alta;4
3517406;27048450;3517406;SÃO PAULO;SUDESTE;Guaíra;4154;9354;23,80%;0.278;0.399;0.06;0.037;0.626;0.437;0.109;0.753;74.46;GUAIRA_SAO PAULO;BARRETOS;NAO;False;False;False;False;NAO;Média-Baixa;2
3528403;26951160;3528403;SÃO PAULO;SUDESTE;Mairinque;5506;13450;26,90%;0.284;0.425;0.094;0.043;0.615;0.382;0.144;0.743;74.85;MAIRINQUE_SAO PAULO;SOROCABA;SIM;True;True;True;True;SIM;Média-Alta;3
4219507;26769480;4219507;SANTA CATARINA;SUL;Xanxerê;3579;9468;18,30%;0.272;0.488;0.107;0.035;0.605;0.235;0.165;0.775;76.67;XANXERE_SANTA CATARINA;CHAPECO;NAO;False;False;False;False;NAO;Média-Baixa;2
4202305;26697880;4202305;SANTA CATARINA;SUL;Biguaçu;9138;22396;29,20%;0.28;0.46;0.102;0.05;0.6;0.339;0.127;0.739;75.17;BIGUACU_SANTA CATARINA;FLORIANOPOLIS;SIM;True;True;True;True;SIM;Média-Baixa;2
5221403;26666210;5221403;GOIÁS;CENTRO-OESTE;Trindade;34960;82227;57,70%;0.257;0.42;0.111;0.047;0.579;0.287;0.098;0.699;74.3;TRINDADE_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Baixa;1
3530300;26603340;3530300;SÃO PAULO;SUDESTE;Mirassol;6142;14418;22,80%;0.26;0.438;0.085;0.072;0.585;0.275;0.102;0.762;75.76;MIRASSOL_SAO PAULO;RIO PRETO;NAO;False;False;False;False;NAO;Baixa;1
2104305;26587140;2104305;MARANHÃO;NORDESTE;Godofredo Viana;2843;7098;69,70%;0.288;0.355;0.083;0.049;0.652;0.454;0.137;0.604;70.02;GODOFREDO VIANA_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Média-Alta;3
4309100;26580180;4309100;RIO GRANDE DO SUL;SUL;Gramado;2773;7080;17,60%;0.27;0.428;0.082;0.045;0.59;0.377;0.099;0.764;76.64;GRAMADO_RIO GRANDE DO SUL;ERECHIM;NAO;False;False;False;False;NAO;Média-Baixa;2
3143906;26550560;3143906;MINAS GERAIS;SUDESTE;Muriaé;19274;42585;40,90%;0.26;0.379;0.066;0.059;0.626;0.359;0.07;0.734;76.18;MURIAE_MINAS GERAIS;MURIAE;NAO;False;False;False;False;NAO;Baixa;1
4114807;26545200;4114807;PARANÁ;SUL;Marialva;7106;17269;41,30%;0.261;0.45;0.092;0.049;0.595;0.257;0.124;0.735;73.84;MARIALVA_PARANA;MARINGA;NAO;False;False;False;False;NAO;Baixa;1
1709500;26484200;1709500;TOCANTINS;NORTE;Gurupi;14060;36674;43,10%;0.249;0.435;0.109;0.055;0.573;0.229;0.095;0.759;75.6;GURUPI_TOCANTINS;GURUPI;NAO;False;False;False;False;NAO;Baixa;1
3500709;26386230;3500709;SÃO PAULO;SUDESTE;Agudos;4205;9925;26,30%;0.257;0.428;0.076;0.027;0.603;0.31;0.098;0.745;75.67;AGUDOS_SAO PAULO;BAURU;NAO;False;False;False;False;NAO;Baixa;1
